log_views,likes,comment_count,like_ratio,sentiment,label
10.494481426168349,9485,2344,0.05002130364697891,-0.6097823599515799,0
17.408571676918996,37816,3411,0.04473653510811469,0.785222656088294,1
14.783927301736862,212,736,0.10014748852233193,-0.08270020383784815,0
13.18390181036444,34792,2877,0.10279091577002933,0.353953504622057,1
7.872223685309239,19725,3125,0.045668215446410865,-0.005518304238713023,0
7.871934244034431,8511,4785,0.039622510982000175,-0.8120181411667959,0
6.697003346018393,17065,4182,0.0047938004359050004,-0.4185553847586698,1
16.394113749299223,32641,2609,0.0498722303828237,0.967463707994012,1
13.213380140918506,28097,2387,0.10859909767237973,0.9214295033396347,1
14.496870933552547,34832,536,0.0461379398141623,-0.35902620468890545,1
6.247013931549629,9883,4321,0.07186277849431338,0.9925936084904516,0
17.638918225943932,7946,639,0.008075080282422077,0.6911023909937992,0
15.98931168960506,33022,1774,0.03695675210799195,0.2219189988645094,1
8.548069328139313,49783,3809,0.06387395917407954,-0.919750759477981,1
8.181899606485207,41850,2375,0.053175871941441584,0.802893659076759,1
8.200854118241207,30558,7,0.07474002003231686,0.11485855852863947,1
9.650906915514453,5397,210,0.03191984346324009,0.7369523024055391,1
12.297077179586854,30364,4140,0.001,0.6688582398114846,1
11.18334022370539,2693,2626,0.08366270690966812,0.6660124304021722,1
9.494749682376503,40835,4744,0.02191552132187275,0.3963477214298101,1
13.342234736668553,18731,2895,0.06519812082505952,-0.41716972264790275,1
7.673926327824502,38378,3198,0.06352570599465246,-0.3276794845109603,1
9.505735782422619,15942,2671,0.001,-0.3830615748346273,0
10.3963421195243,47349,3311,0.08147376251720076,-0.9599080009348706,1
11.47283981060443,17123,902,0.03300298416413093,0.16513781842962238,0
15.422111536716162,36818,1090,0.05165163865960885,0.3976673408920657,1
8.396085385900317,30732,1284,0.039254523081033305,0.7077319870504071,1
12.170813260963339,32312,675,0.09867774506698726,-0.7196691332345393,1
13.10897482634451,31408,1510,0.09030470624552189,0.08836629795360351,1
6.557404952639972,14339,3580,0.001,-0.9839837186524343,0
13.290538222817261,49873,4819,0.11776481365724566,-0.809812704578541,1
8.046289484247499,7977,1960,0.029650798024544116,-0.8915765115880139,0
6.780619115823354,48380,254,0.11307310030945514,0.4509560680309739,1
17.38662644704,1221,1897,0.04231371283580047,-0.8378808722447937,0
17.587584396894712,11968,3444,0.03977249881724195,0.43290596311758,0
15.700768177397533,41953,1858,0.04258016800766533,-0.5007505911788332,1
9.655365230080449,39160,2859,0.0379763106506153,0.755425921393879,1
7.172065368076606,11979,1508,0.12573189613469665,0.6262999767276283,1
14.210796318145883,2589,3390,0.04770910402038098,0.915660434950553,0
11.281829924875215,36777,3576,0.040931107023839314,0.7675240309160638,1
7.464458818137346,46001,3797,0.052310322724788326,0.8666588382326945,1
11.942122921335242,22719,3431,0.020979944092258847,0.7174847930266155,1
6.412662253382621,5482,48,0.09791361602870752,0.38676380122971077,0
16.911844824945383,20694,3617,0.005867574929206067,-0.6594816957491281,0
9.105359779200203,18795,2623,0.03157974178785784,-0.4565849622918141,1
13.950267412247783,28278,4683,0.07809980929540376,-0.5745460677394538,1
9.740532913072931,34571,3168,0.05127056392302296,0.20717157531641117,1
12.24081625413373,31753,1293,0.0664764554750014,0.007239875947202767,1
12.560523352119356,26978,2947,0.0959949235005629,0.7341599943168473,1
8.218253466306324,18372,224,0.0801140464499744,0.9053457329981514,1
17.635015533174702,22410,1930,0.05412429035423436,-0.19028022076371132,0
15.301593880333375,29105,2977,0.11268027949555395,0.012701106561624709,1
17.27398729877027,42941,3518,0.031149915536113005,0.9430327136082783,1
16.737928205131787,16426,2453,0.04699071077022341,-0.4475221167537129,0
13.174799745733022,6638,3476,0.049086790054917014,0.5847815507176273,0
17.062490820277404,25050,2779,0.04692734701949061,-0.5495201953295075,0
7.0619100246230335,6354,995,0.017923680291165194,0.3629202308505439,0
8.351794349029742,7395,2951,0.0024905052451850568,-0.4927687447228717,0
